,AssignmentStatus,WorkTimeInSeconds,Input.title,Input.support_statement,Input.claim,Answer.worker_warrant
86,Approved,76,Zoos,zoos are cruel and inhumane places for animals as they are not the animals' natural habitats and conditions can be grim,We should abolish zoos,"animal cruelty is wrong, and treating animals in a inhumane way is also wrong, as is removing an animal from its natural habitat"
87,Approved,178,Zoos,zoos are cruel and inhumane places for animals as they are not the animals' natural habitats and conditions can be grim,We should abolish zoos,we can stop this cruelty by abolishing zoos
88,Approved,68,Zoos,zoos are cruel and inhumane places for animals as they are not the animals' natural habitats and conditions can be grim,We should abolish zoos,unnatural habitat cause animals to experience pain and unpleasant emotions
89,Approved,40,Zoos,zoos are cruel and inhumane places for animals as they are not the animals' natural habitats and conditions can be grim,We should abolish zoos,it's cruel and inhumane to keep animals away from their natural habitats
90,Approved,51,Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,the zoo can not provide enough space for the animals to live a normal life
91,Approved,2829,Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,adequate conditions cannot be given to animals
92,Approved,1636,Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,"we as humankind are morally above abhorrent and cruel behavior towards other living beings,"
93,Approved,112,Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,"mistreating animals, and keeping them in small cages, is cruel, and cruelty to animals is wrong,"
94,Approved,2653,Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,human visitors may throw rocks at animals which can cause aggressive behavior
95,Approved,87,Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,animals were born to live free and not trapped in cages.
96,Approved,34,Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,it's cruel to mistreat animals and keep them in cages
97,Approved,75,Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,animals in captivity are very likely to find it hard to adapt to the living conditions
98,Approved,57,Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,animals suffer from tiny cages and abused regularly in zoos
99,Approved,85,Zoos,zoos are cruel as animals are often mistreated and they are in cages that are much too small for their needs.,We should abolish zoos,being in natural habitats helps stop people from mistreating animals.
100,Approved,29,Zoos,zoos are cruel because they take animals away from their natural habitats.,We should abolish zoos,animal cruelty is morally wrong
101,Approved,23,Zoos,zoos are cruel because they take animals away from their natural habitats.,We should abolish zoos,animals belong in their natural habitats
102,Approved,58,Zoos,zoos are cruel because they take animals away from their natural habitats.,We should abolish zoos,animals are deprived of their natural habitat and forced to live in unnatural zoos
103,Approved,55,Zoos,zoos are cruel because they take animals away from their natural habitats.,We should abolish zoos,the chances of animals' survival are reduced when taken away from their natural habitat
104,Approved,28,Zoos,zoos are cruel because they take animals away from their natural habitats.,We should abolish zoos,cruelty to animals is wrong
105,Approved,660,Zoos,zoos are cruel because they take animals away from their natural habitats.,We should abolish zoos,it is important for them to live in their natural habitat
106,Approved,1278,Zoos,zoos are cruel because they take animals away from their natural habitats.,We should abolish zoos,"animals who live in an unnatural habitat are prone to stress and anxiety,"
107,Approved,2585,Zoos,zoos are cruel because they take animals away from their natural habitats.,We should abolish zoos,animals should live in the wilderness
108,Approved,79,Zoos,zoos are cruel because they take animals away from their natural habitats.,We should abolish zoos,we can end this cruelty by abolishing zoos
109,Approved,3308,Zoos,zoos are cruel because they take animals away from their natural habitats.,We should abolish zoos,taking animal out of natural habitat will bring them different illnesses
